sigla;codcls_mat;codmat;consumo_medio;desvio_padrao
EAC;11;90287;826.3191666666667;575.9320436129118
EAC;11;90288;3787.1395833333336;2922.1302267776578
EAC;11;90289;2403.429166666667;2879.63370749599
EAC;11;90290;1617.127083333333;1963.2908328564265
EAC;11;90291;0.7218749999999989;52.77858015252652
EAC;11;90292;89.0875;216.62311515625476
EAC;11;90293;0.5;0.7071067811865476
EAC;11;90296;16678.4775;9709.22926940505
EAC;11;90297;56683.338749999995;32492.105343960404
EAC;11;90391;177.54999999999998;171.98125552563545
EAC;11;90392;115.89;87.73632483556725
EAC;11;90560;727.5024999999999;922.9378319788533
EAC;11;90624;1.3333333333333333;1312.731408171527
EAC;11;91172;143.2076923076923;409.63685027419604
EAC;11;91204;-19.168888888888883;490.35334504690877
EAC;11;91207;134.13333333333333;433.91817310684394
EAC;11;522509;13.837083333333332;54.783587631076905
EAC;11;590262;219.3457142857143;2188.97324902926
EAC;11;590266;1255.54375;3081.3442430096648
EAC;11;590272;-567.661111111111;1813.1034454732383
EAC;11;590274;366.0686956521739;1338.78576067442
EAC;11;590287;183.33333333333334;300.3886371574886
EAC;11;590288;178.93375;486.2926783667961
EAC;11;590296;-1930.4504166666666;11218.32163164444
EAC;11;590297;446.43565217391296;1533.097142328757
EAC;11;590391;2.8991666666666664;11.828404985151362
EAC;11;590392;21.374583333333334;39.695611955410044
EAC;11;590560;2102.30875;3815.773547536722
EAC;11;591172;69.87142857142858;702.7930966243603
EAC;11;591204;0.0;
EAC;12;40;-11.25;31.81980515339464
EAC;12;48;23.977142857142855;60.8397259424075
EAC;12;422;0.0;0.0
EAC;12;9210;0.0;4.242640687119285
EAC;12;9507;-137.1;295.1648691833091
EAC;12;9508;0.0;0.0
EAC;12;22513;-30.0;114.89125293076057
EAC;12;22534;5.0;7.0710678118654755
EAC;12;22535;0.0;0.0
EAC;12;22536;0.0;0.0
EAC;12;91220;259.1818181818182;372.1101498701206
EAC;12;91462;169.875;330.15409912140524
EAC;12;92108;542.5;152.02795795510772
EAC;12;92113;1213.75;738.4936808576406
EAC;12;92115;-34.083333333333336;814.5924199291695
EAC;12;92117;161.66666666666666;422.9617792031175
EAC;12;92120;1736.8235294117646;1129.3629418445448
EAC;12;500040;-225.58333333333334;792.0246985974654
EAC;12;500048;20.8;34.20481989936252
EAC;12;522513;-241.25;860.2962623950596
EAC;12;522514;-13.071428571428571;122.94993620651788
EAC;12;522534;2479.4191666666666;1784.2705866493131
EAC;12;522535;2750.9583333333335;2257.7488972573246
