sigla;codcls_mat;codmat;consumo_medio;desvio_padrao
EMS;17;742909;3.8;1.4757295747452437
EMS;17;742910;2.8666666666666667;3.1365738056189967
EMS;17;753420;1.0;
EMS;17;753438;1.0;
EMS;17;764038;2.0;0.0
EMS;17;764136;2.0;0.0
EMS;17;764142;1.5;0.7071067811865476
EMS;17;764144;2.0;
EMS;17;764803;5.0;
EMS;17;764805;2.0;
EMS;17;764903;2.5;0.7071067811865476
EMS;17;765002;2.8333333333333335;1.602081978759722
EMS;17;765003;4.125;1.807721533549109
EMS;17;765004;3.1818181818181817;1.3280197150781927
EMS;17;765005;3.5;2.1213203435596424
EMS;17;765101;2.0;
EMS;17;765102;3.4;1.9493588689617927
EMS;17;765103;5.571428571428571;3.101458950082625
EMS;17;765104;4.0;5.732115042211108
EMS;17;765105;2.2;0.44721359549995787
EMS;17;765106;2.5;0.7071067811865476
EMS;17;778402;2.0;
EMS;17;778501;1.5;0.5477225575051662
EMS;17;778502;5.0;
EMS;17;778503;2.9166666666666665;1.6764862244009227
EMS;17;778504;3.75;1.6583123951776997
EMS;17;778505;2.8333333333333335;2.136976056643281
EMS;17;778506;3.0;1.4142135623730951
EMS;17;778510;2.0;0.0
EMS;17;778511;2.0;0.816496580927726
EMS;17;778512;2.3333333333333335;0.5773502691896258
EMS;17;778513;2.0;0.0
EMS;19;2374;-6.0;
EMS;19;5513;9.875;12.111830108263103
EMS;19;6219;103.63157894736842;131.84511558235283
EMS;19;6388;2.0;
EMS;19;6391;24.25;44.09007578365789
EMS;19;6393;19.25;37.304729688644805
EMS;19;6964;-21.0;
EMS;20;5264;3.9166666666666665;14.228386053835118
EMS;25;38068;506.3157894736842;233.7893288676745
EMS;26;3770;4.0;3.8359204520278714
EMS;26;4005;2.5;1.8708286933869707
EMS;26;5314;6.5;10.107318869850802
EMS;26;6966;3.9285714285714284;39.184895609865336
EMS;26;6967;0.8;1.6431676725154984
EMS;26;50796;120.72727272727273;184.30207652453464
EMS;26;90414;10.222222222222221;38.24157816635704
EMS;26;90415;305.8333333333333;147.58245054932826
EMS;26;91235;259.6875;155.05384817325023
EMS;26;91236;10.5;9.053261205860487
EMS;26;91254;450.375;218.67860325541483
EMS;26;91255;66.5;94.22748103296713
EMS;26;91256;24.25;50.006303950428176
EMS;26;91257;14.066666666666666;17.33891851408545
EMS;27;5201;2.0;
EMS;27;37662;12.7;29.522694214522673
EMS;30;312;33.25;20.041804136441367
EMS;30;2955;-2.5;38.67203531997603
EMS;30;3037;1.0;0.0
EMS;30;3039;60.166666666666664;21.228911104120876
EMS;30;3095;-1.5;2.1213203435596424
EMS;30;3559;0.0;20.0
EMS;30;4882;6.5;6.363961030678928
EMS;30;4886;5.0;
EMS;30;4892;3.0;1.4142135623730951
EMS;30;4896;4.5;9.192388155425117
EMS;30;4977;58.0;147.183073560981
EMS;30;4997;125.5;177.48380207782344
EMS;30;5126;0.0;5.291502622129181
EMS;30;5207;11.333333333333334;34.53500639447844
EMS;30;5210;4.0;2.6457513110645907
EMS;30;5216;269.2083333333333;210.81910217193246
EMS;30;5275;12.692307692307692;281.5535427514586
EMS;30;5282;-2.0;
EMS;30;5348;-2.0;0.0
EMS;30;5351;-16.166666666666668;54.37384620858774
EMS;30;5355;76.375;96.91897669434124
EMS;30;5356;-3.6666666666666665;2.3094010767585034
EMS;30;5357;-13.5;2.1213203435596424
EMS;30;5360;4.833333333333333;119.6744320937839
EMS;30;5363;1.5;4.582575694955841
EMS;30;5568;254.14285714285714;406.40063507636916
EMS;30;5569;218.0;198.9840864658947
EMS;30;6907;-2.0;0.0
EMS;30;6908;-2.0;0.0
EMS;30;6911;0.0;
EMS;30;6912;6.071428571428571;10.291626811033442
EMS;30;6991;2.857142857142857;4.469678062010952
EMS;30;10054;-6.388888888888889;6.203783370216531
EMS;30;22256;-31.41176470588235;116.99308677413882
EMS;30;38508;2642.1666666666665;1417.1607458965777
EMS;30;90181;-0.9;4.121757985239901
EMS;30;90213;-6.052631578947368;27.735804545770247
EMS;30;90214;6.333333333333333;21.634647466841074
EMS;30;90215;6.521739130434782;18.756500849323466
EMS;30;90216;28.958333333333332;41.16824353020564
EMS;30;90217;13.375;114.42438646281353
EMS;30;90218;236.875;86.60319930830953
EMS;30;90219;165.66666666666666;83.76087426699303
EMS;30;90220;40.916666666666664;61.28970171433275
EMS;30;90221;118.29166666666667;71.39509127363739
EMS;30;90222;236.45833333333334;145.4516142964707
EMS;30;90223;127.41666666666667;65.01766761003715
EMS;30;90224;28.916666666666668;28.05261619461399
EMS;30;90225;79.66666666666667;65.6503694924313
EMS;30;90226;60.291666666666664;87.2161129741451
EMS;30;90227;42.916666666666664;57.146582435505024
EMS;30;90228;24.166666666666668;56.06724740776969
EMS;30;90230;19.625;20.727659529363592
EMS;30;90231;95.58333333333333;60.52733242936196
EMS;30;90232;35.708333333333336;36.856335856316804
EMS;30;90233;45.208333333333336;47.508332602467384
EMS;30;90234;8.772727272727273;29.118692765958237
EMS;30;90235;15.409090909090908;31.17792120335752
EMS;30;90236;10.217391304347826;48.59195268367642
EMS;30;90237;4.333333333333333;24.52580582804878
EMS;30;90249;7.0;6.164414002968976
EMS;30;90250;0.0;
EMS;30;90251;3411.9583333333335;1570.6672212558383
EMS;30;90252;943.0;361.1251740108239
EMS;30;90280;333.7916666666667;183.62697991750338
EMS;30;90281;87.08333333333333;73.94352525770077
EMS;30;90360;4272.333333333333;2069.097506826013
EMS;30;90361;48.0;71.21542223167931
EMS;30;90362;213.58333333333334;277.862793270452
EMS;30;90363;3064.7916666666665;1564.9417819194111
EMS;30;90364;4569.416666666667;2172.0977821825422
EMS;30;90365;378.4166666666667;143.04481409886802
EMS;30;90366;1020.875;454.1040210750415
EMS;30;90367;405.5833333333333;329.53945685333105
EMS;30;90368;580.9166666666666;194.10237475120692
EMS;30;90369;316.5;183.0896667945969
EMS;30;90370;61.5;94.82386417664756
EMS;30;90371;34.458333333333336;78.99641112743348
EMS;30;90372;2030.9583333333333;1327.776450512748
EMS;30;90373;2614.75;2504.0972208171847
EMS;30;90374;485.75;386.01771191623254
EMS;30;90375;0.3333333333333333;20.008331597945226
EMS;30;90377;3.0;
EMS;30;90379;4.0;
EMS;30;90380;0.0;62.864934582006846
EMS;30;90381;58.958333333333336;41.16929962829169
EMS;30;90382;4.0;17.435595774162696
EMS;30;90384;6.714285714285714;23.683428001553363
EMS;30;90386;3.6666666666666665;2.3094010767585034
EMS;30;90388;2832.0833333333335;1641.9242930348437
EMS;30;90389;16551.583333333332;8453.01329815827
EMS;30;90390;3.0;
EMS;30;90393;2424.9166666666665;877.7317068873394
EMS;30;90399;37.416666666666664;54.6665120181623
EMS;30;90409;382.5416666666667;288.81662290572314
EMS;30;90411;484.25;337.982408855331
EMS;30;90416;155.95833333333334;59.25074144952821
EMS;30;90423;643.125;259.4595239439427
EMS;30;90425;0.0;36.76955262170047
EMS;30;90427;1.4;1.3416407864998738
EMS;30;90440;3513.7916666666665;1428.6760967737766
EMS;30;90441;14.73913043478261;29.556136712894403
EMS;30;90442;5.2;6.603029607687671
EMS;30;90444;4111.208333333333;1675.1257702078651
EMS;30;90445;5.571428571428571;32.11630649463202
EMS;30;90446;3754.625;1575.5143483816712
EMS;30;90447;48.208333333333336;42.076513294407995
EMS;30;90448;-2.1538461538461537;17.3774094437105
EMS;30;90513;69.91666666666667;64.79728702497583
EMS;30;90514;15.652173913043478;41.368201111978586
EMS;30;90515;0.0;7.0710678118654755
EMS;30;90518;5.181818181818182;26.63981331915923
EMS;30;90521;3.0;
EMS;30;90522;513.9166666666666;216.9131095656721
EMS;30;90523;108.16666666666667;100.1080575598478
EMS;30;90525;850.5833333333334;356.26259448879
EMS;30;90530;0.6666666666666666;1.5275252316519465
EMS;30;90532;5.590909090909091;6.215641490160057
EMS;30;90536;4.909090909090909;9.60681576230694
EMS;30;90542;168.20833333333334;84.47432291462333
EMS;30;90543;49.791666666666664;42.33713465758509
EMS;30;90544;175.54166666666666;205.4208784881434
EMS;30;90620;15.0;
EMS;30;90648;-20.0;
EMS;30;90654;149.625;62.671547181212595
EMS;30;90656;16.166666666666668;8.254994096680619
EMS;30;90660;1073.25;388.96677515427075
EMS;30;90661;1.75;5.737304826019502
EMS;30;90801;0.5;2.345207879911715
EMS;30;90833;37.375;32.5520486231699
EMS;30;90890;71.04166666666667;54.15154192406365
EMS;30;90905;2.0;
EMS;30;91063;90.11111111111111;92.04407156960796
EMS;30;91119;1126.32;405.9169137408166
EMS;30;91168;6.478260869565218;22.544641704077208
EMS;30;91169;2.0;
EMS;30;92017;404.2916666666667;147.24498342873193
EMS;30;92131;5.714285714285714;5.822779568622008
EMS;30;92132;8.5;16.263455967290593
EMS;30;92354;-1.0;
EMS;31;6935;5.0;
EMS;33;38537;4380.0;
EMS;33;38568;11239.565217391304;3364.472778177707
EMS;33;38588;175.7826086956522;83.69639751220919
EMS;33;38645;226.66666666666666;142.12054742365723
EMS;33;80235;2580.0;
EMS;35;6102;6.5;6.436503043467892
EMS;35;6213;7.0;6.733003292241386
EMS;35;6293;7.25;5.737304826019502
EMS;35;6351;10.333333333333334;8.504900548115383
EMS;35;6412;8.5;6.369570517030843
EMS;35;22153;2.0;
EMS;35;80003;24.375;16.81565652443657
EMS;35;80004;3.3157894736842106;2.6885070532618274
EMS;35;80007;5.0;
EMS;35;80008;10.736842105263158;7.163503994113788
EMS;35;80010;10.45;6.762707337029733
EMS;35;80109;4.666666666666667;3.559026084010437
EMS;35;80111;4.5;4.32691832858239
EMS;35;80112;2.4444444444444446;3.4318767136623336
EMS;35;80122;14.545454545454545;11.102825193288746
EMS;35;80123;37.04545454545455;25.372420859266473
EMS;35;80130;3.8;1.9235384061671346
EMS;35;80216;9.4;3.7815340802378077
EMS;35;80217;5.333333333333333;5.773502691896257
EMS;39;470;3.0588235294117645;1.7489492643904123
EMS;39;471;1.5;0.5773502691896257
EMS;39;472;1.0;
EMS;39;473;1.0;
EMS;39;37746;1.9166666666666667;1.3113721705515065
EMS;41;3999;3.0;1.4142135623730951
EMS;41;4876;6.666666666666667;6.3508529610858835
EMS;41;5319;-3.0;
EMS;41;5320;55.0;73.53910524340094
EMS;41;90112;50.0;
EMS;41;90253;2129.0;733.7338695360518
EMS;41;90254;4.615384615384615;9.014233758695758
EMS;41;90295;3149.9583333333335;1268.6884524944464
EMS;41;90580;2197.3333333333335;1311.3733480481499
EMS;41;90894;8.681818181818182;44.750510892147645
EMS;47;38024;37.625;132.75211862716165
EMS;47;90637;7.4;5.176871642217914
EMS;47;91050;1830.0833333333333;1123.443035326308
EMS;47;91052;1139.3333333333333;907.9155614189386
EMS;47;91053;93.41666666666667;73.45564569219967
EMS;54;2989;2.0;
EMS;54;2991;1.0;
EMS;54;3549;1.0;
EMS;54;4793;2.0;
EMS;54;4970;0.0;19.61292091114087
EMS;54;20192;0.0;0.0
EMS;54;22797;1.0;
EMS;54;37661;4.105263157894737;19.558728477309636
EMS;54;37667;0.3333333333333333;69.50539547402059
EMS;54;90183;-1.0;0.0
EMS;54;90184;58.791666666666664;30.32430387984366
EMS;54;90185;22.708333333333332;41.78566341063243
EMS;54;90186;87.83333333333333;56.31407783422224
EMS;54;90187;19.208333333333332;17.18183865918153
EMS;54;90188;7.238095238095238;9.878789206703228
EMS;54;90189;38.416666666666664;24.070397960378934
EMS;54;90190;5.083333333333333;7.53494275484828
EMS;54;90191;7.363636363636363;9.230103206075498
EMS;54;90192;0.8888888888888888;1.9369135207665067
EMS;54;90193;0.3333333333333333;1.0327955589886446
EMS;54;90194;-1.75;6.448514040717701
EMS;54;90195;0.3333333333333333;1.1547005383792517
EMS;54;90196;35.291666666666664;26.54197523311636
EMS;54;90197;14.523809523809524;17.825877391082457
EMS;54;90198;1372.7083333333333;638.0166604862063
EMS;54;90199;458.4166666666667;230.5173607847973
EMS;54;90200;8.958333333333334;7.97539240777349
EMS;54;90201;1.9411764705882353;2.680265570687309
EMS;54;90202;16.708333333333332;15.735529354234354
EMS;54;90203;64.91666666666667;39.91939341992176
EMS;54;90204;2.761904761904762;5.575883444843176
EMS;54;90205;2.0;3.2719844670996188
EMS;54;90206;7.913043478260869;7.7160578929343595
EMS;54;90400;1.0;0.0
EMS;54;90571;-133.33333333333334;461.8802153517006
EMS;54;91407;0.0;1.1547005383792515
EMS;54;91640;2.0;
EMS;55;224;3.5;8.0
EMS;55;225;-1.0;
EMS;55;5058;-1.0;
EMS;56;193;2.3333333333333335;1.5275252316519468
EMS;56;196;0.0;
EMS;56;199;27.045454545454547;44.82397028028989
EMS;56;406;0.3333333333333333;22.72296928953902
EMS;56;2814;-28.5;36.062445840513924
EMS;56;3765;17.666666666666668;28.549372439103923
EMS;56;3977;3.0;
EMS;56;5127;4.333333333333333;5.8594652770823155
EMS;56;5134;42.583333333333336;27.492159620148254
EMS;56;5139;14.722222222222221;56.44029177766281
EMS;56;5274;-0.3333333333333333;14.294521094927712
EMS;56;5305;7.75;7.632168761236874
EMS;56;5325;-1.0;
EMS;56;5331;-239.0;
EMS;56;5334;-3.0;
EMS;56;5336;-186.0;
EMS;56;5338;10.0;
EMS;56;5340;0.5;4.949747468305833
EMS;56;5342;-47.714285714285715;75.93355491417982
EMS;56;5359;0.0;53.74011537017761
EMS;56;5589;19.833333333333332;16.557978942693058
EMS;56;30300;-2.6666666666666665;11.307814407155197
EMS;56;32335;24.041666666666668;58.87752886965537
EMS;56;32452;-6.0;
EMS;56;90012;90.0;
EMS;56;90013;241.5;173.34710090250815
EMS;56;90022;55.0;7.0710678118654755
EMS;56;90301;26.863636363636363;50.91102926118172
EMS;56;90302;70.125;109.08764426109302
EMS;56;90305;121.58333333333333;219.7945516329652
EMS;56;90306;3597.0833333333335;1242.4974469982226
EMS;56;90307;379.25;239.5619643904447
EMS;56;90308;75.5;109.04207404962305
EMS;56;90309;14.15;67.61833681542464
EMS;56;90310;98.05882352941177;175.81718864641596
EMS;56;90313;7.8;7.19027120489902
EMS;56;90315;825.5416666666666;337.4443566583678
EMS;56;90316;128.20833333333334;175.3701623440536
EMS;56;90321;18.956521739130434;283.01035610040674
EMS;56;90557;4.0;2.8284271247461903
EMS;56;90584;80.375;130.95695027789458
EMS;56;90683;166.70833333333334;105.52126477085356
EMS;56;90684;1.0;
EMS;56;90688;717.9583333333334;298.6784630256462
EMS;56;90689;351.0833333333333;169.13563290696783
EMS;56;90693;120.5;69.90552631012552
EMS;56;90694;1868.25;906.5200662063596
EMS;56;90695;300.7083333333333;425.83825048920886
EMS;56;90698;326.125;450.87917136846437
EMS;56;90701;226.1578947368421;680.7438140379076
EMS;56;90708;10.0;
EMS;56;90715;-100.0;
EMS;56;90718;98.70833333333333;70.0183076473368
EMS;56;90719;62.095238095238095;70.77280887594102
EMS;56;90720;40.2;78.44006912569904
EMS;56;90725;2019.2916666666667;1005.5398930173161
EMS;56;90748;-0.4;6.759120821949721
EMS;56;90749;-3.0;5.656854249492381
EMS;56;90752;3.75;6.075908711186061
EMS;56;90756;1.5714285714285714;2.439750182371333
EMS;56;90757;-8.347826086956522;73.06386290938295
EMS;56;90761;31.625;23.54424604312337
EMS;56;90767;4.5;2.1213203435596424
EMS;56;90952;2064.9166666666665;978.0501417157227
EMS;56;90953;8.23076923076923;6.418123377772329
EMS;56;90954;1331.7916666666667;778.5613253423525
EMS;56;91705;52.0;48.4959497572441
EMS;56;91706;-6.0;
EMS;56;91872;5.0;2.8284271247461903
EMS;56;91873;2.0;0.0
EMS;58;4855;0.0;5.291502622129181
EMS;58;5321;1.0;
EMS;58;32276;-16.666666666666668;30.631138840511085
EMS;58;90275;358.625;212.99087804512845
EMS;58;90276;109.66666666666667;145.40458298699937
EMS;58;90277;1985.7916666666667;850.2972870997976
EMS;58;90279;1442.4166666666667;799.8706915423303
EMS;58;90649;8.071428571428571;72.78785220468748
EMS;60;5045;16.526315789473685;21.148597066820695
EMS;60;5046;5.863636363636363;8.708482206312553
EMS;60;5205;2.111111111111111;4.625872113500061
EMS;60;5220;2.066666666666667;8.86781231409953
EMS;63;4549;13.25;8.73212459828649
EMS;63;90298;411.4583333333333;148.61504961145252
EMS;63;90299;355.5833333333333;113.76096857452688
EMS;63;90511;6.315789473684211;7.087176460018377
EMS;63;90512;0.75;16.479785597310826
EMS;63;90547;622.5416666666666;184.47669327673574
EMS;63;90548;239.95833333333334;91.39854397406837
EMS;63;90549;6.043478260869565;3.9826699686330245
EMS;63;90550;6.956521739130435;5.819077253229362
EMS;63;90973;10.0;
EMS;69;2633;15.2;13.521998537362903
EMS;69;4052;4.0;
EMS;69;4374;4.294117647058823;2.391775122224938
EMS;69;6098;2.6;1.2421180068162374
EMS;69;6099;5.529411764705882;3.743622027175412
EMS;69;6112;20.8125;15.441151727337786
EMS;69;6136;3.125;2.356601669474803
EMS;69;6138;5.384615384615385;4.482158362858634
EMS;69;6140;2.1;1.1972189997378648
EMS;69;6194;4.333333333333333;2.081665999466133
EMS;69;6198;3.0;1.8257418583505538
EMS;69;6201;2.5;1.0488088481701516
EMS;69;6202;1.0;0.0
EMS;69;6222;0.0;
EMS;69;6263;5.857142857142857;5.881615984863904
EMS;69;6264;6.928571428571429;10.276667266672113
EMS;69;6292;1.0;
EMS;69;6326;18.55;10.384578647408402
EMS;69;6327;11.1875;9.253602901933206
EMS;69;6332;3.75;3.519426606190792
EMS;69;6334;0.0;
EMS;69;6339;4.75;4.949747468305833
EMS;69;6340;8.8125;14.06754539119506
EMS;69;6341;10.294117647058824;17.43475231356311
EMS;69;6342;6.090909090909091;6.284179269475776
EMS;69;6443;6.785714285714286;5.36625598501444
EMS;69;6445;4.714285714285714;4.535573676110727
EMS;69;6955;17.5;9.192388155425117
EMS;69;6971;12.55;13.092685784537547
EMS;69;6972;8.533333333333333;6.379281941977333
EMS;69;6976;8.3;5.774464862170732
EMS;69;6978;16.375;11.746580049407692
EMS;69;6979;8.0;2.82842712474619
EMS;69;6980;6.0;
EMS;69;35832;2.4444444444444446;1.509230856356236
EMS;69;35896;4.05;3.3635038122078655
EMS;69;37607;1.0;
EMS;69;37747;114.73684210526316;114.98784578538104
EMS;69;37759;166.08333333333334;95.18993217985712
EMS;69;37760;149.625;77.12711839103254
EMS;69;37761;54.285714285714285;19.634517710254197
EMS;69;37768;1.0;
EMS;69;37801;14.157894736842104;17.260304998897638
EMS;69;37802;8.9375;12.782637964572624
EMS;69;37803;8.25;8.250252521387855
EMS;69;37804;3.8;4.147288270665545
EMS;69;37842;-3.0;7.0
EMS;69;37889;39.095238095238095;31.170346103155094
EMS;69;37890;20.105263157894736;15.434070309409293
EMS;69;37893;13.3;15.420404952169346
EMS;69;37905;97.8695652173913;64.50532349266439
EMS;69;37906;149.2608695652174;92.23597079393916
EMS;69;37936;9.6;7.530677998102901
EMS;69;38028;13.214285714285714;6.773007188363701
EMS;69;38029;15.0;13.706098746804024
EMS;69;38042;8.619047619047619;5.084055374169232
EMS;69;38044;15.636363636363637;13.272045288770913
EMS;69;38045;11.227272727272727;9.491509078578842
EMS;69;38048;5.533333333333333;5.3966479896144355
EMS;69;38050;4.3;2.9458068127047605
EMS;69;38528;12.0;
EMS;69;38679;71.5;97.81785794696862
EMS;69;38682;50.75;72.88975693927554
EMS;69;38683;10.0;
EMS;69;38684;20.0;
EMS;69;80016;5.315789473684211;4.422827546804411
EMS;69;80017;15.0;8.547445438808706
EMS;69;80018;4.823529411764706;3.57483031271498
EMS;69;80019;2.6;1.429840705968481
EMS;69;80020;2.0;1.4142135623730951
EMS;69;80023;2.0;
EMS;69;80024;1.5;0.7071067811865476
EMS;69;80025;5.0;4.857983120596448
EMS;69;80026;8.2;5.215361924162119
EMS;69;80027;6.857142857142857;5.545020536233635
EMS;69;80028;4.333333333333333;2.0
EMS;69;80029;2.0;
EMS;69;80032;1.6666666666666667;0.5773502691896257
EMS;69;80033;1.6666666666666667;0.5773502691896257
EMS;69;80034;5.285714285714286;2.811540841738193
EMS;69;80035;7.6;7.6681158050723255
EMS;69;80036;3.7777777777777777;2.773886162848873
EMS;69;80037;3.6666666666666665;2.516611478423583
EMS;69;80038;2.0;0.0
EMS;69;80048;2.0;
EMS;69;80055;36.476190476190474;27.106491930198285
EMS;69;80059;34.785714285714285;51.27779332139876
EMS;69;80186;10.0;
EMS;69;80197;6.666666666666667;5.612486080160912
EMS;69;80198;3.625;1.9955307206712847
EMS;69;80199;14.4;15.95270788577566
EMS;69;80200;3.5;1.6499158227686108
EMS;69;421593;83.33333333333333;73.22795458930513
EMS;69;491478;3.4615384615384617;2.4703368398993897
EMS;69;491580;6.428571428571429;6.32107933473738
EMS;69;491603;7.0;6.008327554319921
EMS;69;491604;14.125;14.67121553305626
EMS;69;491690;0.0;0.0
EMS;69;491691;6.0;3.7172815091383407
EMS;69;491692;4.0;
EMS;69;491693;0.0;0.0
EMS;69;491694;0.0;0.0
EMS;69;491695;2.0;
EMS;69;491696;0.0;0.0
EMS;69;491699;0.0;
EMS;69;491700;0.0;0.0
EMS;69;491711;54.40909090909091;44.04398136377199
EMS;69;491712;44.869565217391305;34.17508974228569
EMS;69;492010;0.0;0.0
EMS;69;680079;4.0;
EMS;70;6947;-686.5;839.3357492684319
EMS;70;37926;2359.3333333333335;3048.202516190508
EMS;70;37927;15823.666666666666;8573.940770342033
EMS;70;37928;31355.875;12094.827336016147
EMS;70;37929;7243.166666666667;3293.004161217702
EMS;70;37930;786.1904761904761;746.449035035053
EMS;70;37931;1418.5;1183.8660690995487
EMS;71;90207;1195.0;415.9789919444616
EMS;71;90208;1.0;3.4641016151377544
EMS;71;90210;1074.6666666666667;284.38364575167554
EMS;71;90212;577.1666666666666;123.757008292255
EMS;71;90618;7.647058823529412;10.781588336549653
EMS;71;90619;1.6666666666666667;1.5275252316519468
EMS;75;4633;-1.0;
EMS;75;4634;0.6666666666666666;0.5773502691896258
EMS;75;4799;0.0;1.4142135623730951
EMS;75;4817;2.0;
EMS;75;5104;0.0;1.0
EMS;75;6987;11.666666666666666;19.89639833403691
EMS;75;90045;-1.0;
EMS;75;90048;61.666666666666664;24.2391466822588
EMS;75;90049;3.1363636363636362;3.059652245186021
EMS;75;90050;11.166666666666666;7.038198056609232
EMS;75;90051;1.8461538461538463;1.5191090506255
EMS;75;90052;1.3;0.6749485577105528
EMS;75;90053;32.166666666666664;12.760900427091535
EMS;75;90054;32.166666666666664;14.8226227411864
EMS;75;90055;67.5;34.7537924111387
EMS;75;90056;1.0;0.0
EMS;75;90057;1.0;0.0
EMS;75;90061;0.0;
EMS;75;90063;1.0;
EMS;75;90064;16.347826086956523;12.553915345972108
EMS;75;90065;51.375;20.45315432247873
EMS;75;90066;33.208333333333336;12.458554479157884
EMS;75;90075;1.0;0.0
EMS;75;90076;1.0;0.0
EMS;75;90077;1.0;0.0
EMS;75;90078;8.416666666666666;3.2958032163009534
EMS;75;90079;1.0;
EMS;75;90080;15.333333333333334;10.273082881202605
EMS;75;90081;33.375;15.43517298955186
EMS;75;90082;29.75;13.41721801009564
EMS;75;90083;29.791666666666668;10.636194017993738
EMS;75;90084;0.0;1.4142135623730951
EMS;75;90089;0.9090909090909091;0.5393598899705937
EMS;75;90094;15.291666666666666;11.06297847569194
EMS;75;90095;50.666666666666664;24.235558975203762
EMS;75;90096;28.291666666666668;9.989033842241664
EMS;75;90591;1.0;0.9258200997725514
EMS;75;91089;-4.0;
EMS;75;91127;4.5;3.0
EMS;75;91129;52.5;40.09862840547043
EMS;75;91130;33.166666666666664;29.64737200270315
EMS;75;91133;1.5;0.7071067811865476
EMS;75;91188;4.75;6.238322424070968
EMS;75;91189;5.25;5.315072906367325
EMS;75;91195;1.0;
EMS;75;91620;34.666666666666664;30.63766744820282
EMS;75;91621;21.4;12.876334882255899
EMS;75;91635;19.25;12.632629707758133
EMS;75;91636;34.0;24.76893215300167
EMS;75;91649;1.0;0.0
EMS;77;90497;104.375;97.48525529535222
EMS;77;90498;2082.125;793.0711527100639
EMS;77;90499;2183.8333333333335;841.6325577821004
EMS;77;90500;1979.75;638.7227914735985
EMS;77;90501;1038.0;379.0736993847204
EMS;77;90502;0.5;2.5166114784235836
EMS;77;90504;22.5;46.36449791237544
EMS;77;90508;-2.0;
EMS;77;90510;130.29166666666666;92.46361407351668
EMS;77;90639;2728.0416666666665;1152.923183804378
EMS;77;90641;3907.25;1753.0059215158303
EMS;77;90642;3.0;0.0
EMS;77;90643;2717.5416666666665;1194.73093129307
EMS;77;90644;10.428571428571429;10.171388442938499
EMS;77;90645;459.2083333333333;215.55630338159037
EMS;83;2942;-4.0;
EMS;83;4900;-25.2;55.23766830705293
EMS;83;5273;-282.0;
EMS;83;5307;0.0;
EMS;83;6904;-36.0;
EMS;83;6945;-1.0;2.0
EMS;83;90394;14.666666666666666;6.506407098647712
EMS;83;90395;2760.125;1579.361134253754
EMS;83;90396;12.0;
EMS;83;90406;-44.666666666666664;43.55838993045236
EMS;83;90412;18.0;25.197402463529667
EMS;83;90413;1.1;11.798775831039045
EMS;83;90449;542.375;239.4941793792111
EMS;83;90451;149.45833333333334;348.93739056775195
EMS;83;90537;22.142857142857142;35.70754222049694
EMS;83;90538;188.54166666666666;250.55902353609682
EMS;83;90539;54.791666666666664;94.76193473838701
EMS;83;90540;29.875;52.529339627860644
EMS;83;90541;15.304347826086957;27.04446638510984
EMS;83;90567;1301.9166666666667;1034.1368556588068
EMS;83;90568;607.4166666666666;894.9994858714416
EMS;83;90586;1205.7916666666667;401.73936815743645
EMS;83;90802;1729.9583333333333;670.7534685558547
EMS;83;90803;29.0;
EMS;83;90968;891.7083333333334;273.8216619192716
EMS;83;90970;4.636363636363637;4.500505022166452
EMS;83;91166;5.086956521739131;4.111105176318284
EMS;83;91167;1.6666666666666667;1.1547005383792517
EMS;83;91717;347.0833333333333;117.86392916028825
EMS;87;6297;1.0;0.0
EMS;87;6298;1.5;0.7071067811865476
EMS;87;6300;3.1818181818181817;2.7136021011998728
EMS;87;6301;4.625;6.520480554887552
EMS;87;6302;5.375;8.309632964216892
EMS;87;6303;5.4;3.699420804087348
EMS;87;6304;4.875;4.38951673226759
EMS;87;6305;1.9;0.7378647873726218
EMS;87;6365;1.0;
EMS;87;6367;1.0;0.0
EMS;87;80077;1.0;
EMS;87;80078;1.6;0.5477225575051662
EMS;87;80079;1.5714285714285714;0.7867957924694431
EMS;87;80080;1.5;0.7071067811865476
EMS;87;80081;1.6666666666666667;1.1126972805283735
EMS;87;80082;5.888888888888889;3.1038664481746916
EMS;87;80083;9.05;6.5892655928131765
EMS;87;80084;8.272727272727273;5.961637823713005
EMS;87;80085;12.45;8.413491671432448
EMS;87;80086;3.8181818181818183;2.061815280543398
EMS;87;80087;3.3333333333333335;2.3484359721209165
EMS;87;80088;2.0;
EMS;87;80089;5.0;
EMS;87;80091;2.5;1.0
EMS;87;80092;1.5384615384615385;0.7762500258061847
EMS;87;80093;5.409090909090909;3.911632114714496
EMS;87;80094;17.681818181818183;12.907680857079832
EMS;87;80095;34.21739130434783;26.592816052698296
EMS;87;80096;38.78260869565217;23.550635045942897
EMS;87;80097;40.708333333333336;18.885188966987876
EMS;87;80098;14.73913043478261;6.870340677700633
EMS;87;80099;6.380952380952381;4.140968370758106
EMS;87;80100;3.1176470588235294;2.2605959651488052
EMS;88;5229;46.85;36.1652275564599
EMS;88;5231;10.625;5.878228596147944
EMS;88;5232;63.714285714285715;67.93799694259044
EMS;88;6405;3.0;2.449489742783178
EMS;88;6913;78.72727272727273;95.40344952787704
EMS;88;6914;362.625;193.19956172873145
EMS;88;6915;458.0833333333333;189.63143122949032
EMS;88;6916;349.0416666666667;112.55162261657176
EMS;88;6917;295.875;114.21768404159702
EMS;88;6918;327.2916666666667;115.4441250756952
EMS;88;6919;290.3333333333333;105.03898517120727
